,api_uri,at_large,contact_form,crp_id,cspan_id,date_of_birth,district,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,gender,geoid,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,last_updated,leadership_role,middle_name,missed_votes,missed_votes_pct,next_election,ocd_id,office,party,phone,rss_url,seniority,short_title,state,suffix,title,total_present,total_votes,twitter_account,url,votes_with_party_pct,votesmart_id,youtube_account
14,https://api.propublica.org/congress/v1/members/B001300.json,False,,N00037019,104730,1976-09-15,44,-0.506,CongresswomanBarragan,,H6CA44103,Nanette,F,0644,/g/11bx55ybbz,412687,21703,B001300,,True,Barragán,2018-11-18 05:00:22 -0500,,,30.0,2.65,2018,ocd-division/country:us/state:ca/cd:44,1320 Longworth House Office Building,D,202-225-8220,,2,Rep.,CA,,Representative,2.0,1132.0,RepBarragan,https://barragan.house.gov,94.19,166270,
15,https://api.propublica.org/congress/v1/members/B000213.json,False,,N00005656,5248,1949-09-15,6,0.528,RepJoeBarton,202-225-3052,H4TX06117,Joe,M,4806,/m/03rspq,400018,15085,B000213,,True,Barton,2018-11-18 05:00:23 -0500,,L.,38.0,3.36,2018,ocd-division/country:us/state:tx/cd:6,2107 Rayburn House Office Building,R,202-225-2002,,34,Rep.,TX,,Representative,0.0,1132.0,RepJoeBarton,https://joebarton.house.gov,95.8,27082,repjoebarton
16,https://api.propublica.org/congress/v1/members/B001270.json,False,,N00031877,62502,1953-10-03,37,-0.586,RepKarenBass,202-225-2422,H0CA33117,Karen,F,0637,/m/027g9m6,412404,21110,B001270,,True,Bass,2018-11-18 05:00:21 -0500,,,102.0,9.01,2018,ocd-division/country:us/state:ca/cd:37,2241 Rayburn House Office Building,D,202-225-7084,https://bass.house.gov/rss.xml,8,Rep.,CA,,Representative,0.0,1132.0,RepKarenBass,https://bass.house.gov,93.01,28963,RepKarenBass
17,https://api.propublica.org/congress/v1/members/B001281.json,False,,N00033904,67294,1950-03-12,3,-0.428,RepJoyceBeatty,202-225-1984,H2OH03125,Joyce,F,3903,/m/03lcwb,412565,21352,B001281,,True,Beatty,2018-11-18 05:00:22 -0500,,,65.0,5.74,2018,ocd-division/country:us/state:oh/cd:3,133 Cannon House Office Building,D,202-225-4324,https://beatty.house.gov/rss.xml,6,Rep.,OH,,Representative,2.0,1132.0,RepBeatty,https://beatty.house.gov,94.28,2427,
18,https://api.propublica.org/congress/v1/members/B000287.json,False,,,26567,1958-01-26,34,-0.512,XavierBecerra,,H2CA30143,Xavier,M,0634,/m/024trk,400021,29316,B000287,,False,Becerra,2018-11-16 11:31:42 -0500,,,42.0,68.85,2018,ocd-division/country:us/state:ca/cd:34,,D,202-225-6235,https://becerra.house.gov/rss/press-releases.xml,26,Rep.,CA,,Representative,0.0,61.0,RepBecerra,http://becerra.house.gov,89.47,,XavierBecerra
19,https://api.propublica.org/congress/v1/members/B001287.json,False,,N00030717,1033636,1965-03-02,7,-0.228,RepAmiBera,202-226-1298,H0CA03078,Ami,M,0607,/m/0dgqnts,412512,21304,B001287,,True,Bera,2018-11-18 05:00:21 -0500,,,1.0,0.09,2018,ocd-division/country:us/state:ca/cd:7,1431 Longworth House Office Building,D,202-225-5716,https://bera.house.gov/rss.xml,6,Rep.,CA,,Representative,0.0,1132.0,RepBera,https://bera.house.gov,90.36,120030,repamibera
20,https://api.propublica.org/congress/v1/members/B001301.json,False,,N00039533,1020529,1947-02-02,1,0.431,RepJackBergman,,H6MI01226,Jack,M,2601,/m/05b2l3v,412709,21704,B001301,,True,Bergman,2018-11-18 05:00:21 -0500,,,12.0,1.06,2018,ocd-division/country:us/state:mi/cd:1,414 Cannon House Office Building,R,202-225-4735,,2,Rep.,MI,,Representative,0.0,1132.0,RepJackBergman,https://bergman.house.gov,93.13,170172,
21,https://api.propublica.org/congress/v1/members/B001292.json,False,,N00036018,21141,1950-06-20,8,-0.393,repdonbeyer,202-225-0017,H4VA08224,Donald,M,5108,/m/053g16,412657,21554,B001292,,True,Beyer,2018-11-18 05:00:22 -0500,,,50.0,4.42,2018,ocd-division/country:us/state:va/cd:8,1119 Longworth House Office Building,D,202-225-4376,,4,Rep.,VA,,Representative,1.0,1132.0,repdonbeyer,https://beyer.house.gov,94.09,1707,
22,https://api.propublica.org/congress/v1/members/B001302.json,False,,N00039293,105145,1958-11-07,5,0.895,RepAndyBiggs,,H6AZ05083,Andy,M,0405,/m/0_1m23v,412683,21705,B001302,,True,Biggs,2018-11-18 05:00:21 -0500,,,4.0,0.35,2018,ocd-division/country:us/state:az/cd:5,1626 Longworth House Office Building,R,202-225-2635,https://biggs.house.gov/rss.xml,2,Rep.,AZ,,Representative,0.0,1132.0,RepAndyBiggsAZ,https://biggs.house.gov,86.97,28088,
23,https://api.propublica.org/congress/v1/members/B001257.json,False,,N00027462,1022873,1963-02-08,12,0.404,GusBilirakis,202-225-4085,H6FL09070,Gus,M,1212,/m/0dy3z1,412250,20758,B001257,,True,Bilirakis,2018-11-18 05:00:24 -0500,,,52.0,4.59,2018,ocd-division/country:us/state:fl/cd:12,2112 Rayburn House Office Building,R,202-225-5755,,14,Rep.,FL,,Representative,0.0,1132.0,RepGusBilirakis,https://bilirakis.house.gov,97.78,17318,RepGusBilirakis
24,https://api.propublica.org/congress/v1/members/B000490.json,False,,N00002674,26194,1947-02-04,2,-0.282,sanfordbishop,202-225-2203,H2GA02031,Sanford,M,1302,/m/02554k,400030,29339,B000490,,True,Bishop,2018-11-18 05:00:21 -0500,,D.,42.0,3.71,2018,ocd-division/country:us/state:ga/cd:2,2407 Rayburn House Office Building,D,202-225-3631,https://bishop.house.gov/rss.xml,26,Rep.,GA,Jr.,Representative,1.0,1132.0,SanfordBishop,https://bishop.house.gov,90.46,26817,RepSanfordBishop
25,https://api.propublica.org/congress/v1/members/B001293.json,False,,N00036449,78290,1967-03-18,8,0.45,RepMikeBishop,202-225-5820,H4MI08135,Mike,M,2608,/m/027qc0m,412635,21527,B001293,,True,Bishop,2018-11-18 05:00:23 -0500,,,16.0,1.41,2018,ocd-division/country:us/state:mi/cd:8,428 Cannon House Office Building,R,202-225-4872,,4,Rep.,MI,,Representative,0.0,1132.0,RepMikeBishop,https://mikebishop.house.gov,94.8,20157,
26,https://api.propublica.org/congress/v1/members/B001250.json,False,,N00025292,1003621,1951-07-13,1,0.531,RepRobBishop,202-225-5857,H2UT01094,Rob,M,4901,/m/02tn41,400029,20357,B001250,,True,Bishop,2018-11-18 05:00:23 -0500,,,30.0,2.65,2018,ocd-division/country:us/state:ut/cd:1,123 Cannon House Office Building,R,202-225-0453,,16,Rep.,UT,,Representative,0.0,1132.0,RepRobBishop,https://robbishop.house.gov,96.55,50544,CongressmanBishop
27,https://api.propublica.org/congress/v1/members/B001273.json,False,,N00031539,9268964,1951-01-16,6,0.58,DianeBlackTN06,202-225-6887,H0TN06257,Diane,F,4706,/m/0cyvxl,412478,21180,B001273,,True,Black,2018-11-18 05:00:24 -0500,,,247.0,21.82,2018,ocd-division/country:us/state:tn/cd:6,1131 Longworth House Office Building,R,202-225-4231,https://black.house.gov/rss.xml,8,Rep.,TN,,Representative,0.0,1132.0,RepDianeBlack,https://black.house.gov,97.74,25292,RepDianeBlack
28,https://api.propublica.org/congress/v1/members/B001243.json,False,,N00003105,31226,1952-06-06,7,0.615,marshablackburn,202-225-3004,H2TN06030,Marsha,F,4707,/m/01fnkt,400032,20351,B001243,,True,Blackburn,2018-11-18 05:00:23 -0500,,,153.0,13.52,2018,ocd-division/country:us/state:tn/cd:7,2266 Rayburn House Office Building,R,202-225-2811,https://blackburn.house.gov/news/rss.aspx,16,Rep.,TN,,Representative,0.0,1132.0,MarshaBlackburn,https://blackburn.house.gov,95.91,25186,RepMarshaBlackburn
29,https://api.propublica.org/congress/v1/members/B001294.json,False,,N00033744,623771,1955-04-26,1,0.515,congressmanrodblum,,H2IA01055,Rod,M,1901,/m/0127p02j,412627,21520,B001294,,True,Blum,2018-11-18 05:00:21 -0500,,,40.0,3.53,2018,ocd-division/country:us/state:ia/cd:1,1108 Longworth House Office Building,R,202-225-2911,,4,Rep.,IA,,Representative,2.0,1132.0,RepRodBlum,https://blum.house.gov,90.11,135714,
30,https://api.propublica.org/congress/v1/members/B000574.json,False,,N00007727,43809,1948-08-16,3,-0.427,,202-225-8941,H6OR03064,Earl,M,4103,/m/033tw8,400033,29588,B000574,,True,Blumenauer,2018-11-18 05:00:21 -0500,,,50.0,4.42,2018,ocd-division/country:us/state:or/cd:3,1111 Longworth House Office Building,D,202-225-4811,,24,Rep.,OR,,Representative,2.0,1132.0,BlumenauerMedia,https://blumenauer.house.gov,91.96,367,RepBlumenauer
31,https://api.propublica.org/congress/v1/members/B001303.json,True,,N00038414,104772,1962-02-10,At-Large,-0.326,Rep.BluntRochester,,H6DE00206,Lisa,F,1000,/g/11c328y56v,412689,21706,B001303,,True,Blunt Rochester,2018-11-18 05:00:23 -0500,,,19.0,1.68,2018,ocd-division/country:us/state:de/cd:1,1123 Longworth House Office Building,D,202-225-4165,,2,Rep.,DE,,Representative,2.0,1132.0,RepLBR,https://bluntrochester.house.gov,94.88,173249,
32,https://api.propublica.org/congress/v1/members/B001278.json,False,,N00033474,63966,1954-10-14,1,-0.393,congresswomanbonamici,202-225-9497,H2OR01133,Suzanne,F,4101,/m/02q453x,412501,21198,B001278,,True,Bonamici,2018-11-18 05:00:21 -0500,,,7.0,0.62,2018,ocd-division/country:us/state:or/cd:1,439 Cannon House Office Building,D,202-225-0855,https://bonamici.house.gov/rss.xml,8,Rep.,OR,,Representative,2.0,1132.0,RepBonamici,https://bonamici.house.gov,93.07,59641,RepSuzanneBonamici
33,https://api.propublica.org/congress/v1/members/B001245.json,True,https://bordallo.house.gov/contact,N00024866,1003568,1933-05-31,At-Large,,madeleine.bordallo,202-226-0341,H2GU00033,Madeleine,F,6698,/m/01s_xp,400041,,B001245,,True,Bordallo,2018-11-18 05:00:24 -0500,,Z.,,,2018,ocd-division/country:us/state:gu/cd:79,2441 Rayburn House Office Building,D,202-225-1188,,16,Del.,GU,,Delegate,,0.0,,https://bordallo.house.gov,,1751,
34,https://api.propublica.org/congress/v1/members/B001295.json,False,,N00035420,76176,1960-12-30,12,0.259,RepBost,202-225-0285,H4IL12060,Mike,M,1712,/m/0kry42,412629,21519,B001295,,True,Bost,2018-11-18 05:00:21 -0500,,,7.0,0.62,2018,ocd-division/country:us/state:il/cd:12,1440 Longworth House Office Building,R,202-225-5661,https://bost.house.gov/rss.xml,4,Rep.,IL,,Representative,0.0,1132.0,RepBost,https://bost.house.gov,92.36,6302,
35,https://api.propublica.org/congress/v1/members/B001296.json,False,,N00035307,76428,1977-02-06,13,-0.395,CongressmanBoyle,202-226-0611,H4PA13199,Brendan,M,4213,/m/04f4fjk,412652,21548,B001296,,True,Boyle,2018-11-18 05:00:22 -0500,,,61.0,5.39,2018,ocd-division/country:us/state:pa/cd:13,1133 Longworth House Office Building,D,202-225-6111,https://boyle.house.gov/rss.xml,4,Rep.,PA,,Representative,2.0,1132.0,RepBrendanBoyle,https://boyle.house.gov,93.84,47357,
36,https://api.propublica.org/congress/v1/members/B000755.json,False,,N00005883,45749,1955-04-11,8,0.518,kevinbrady,202-225-5524,H6TX08100,Kevin,M,4808,/m/03tq00,400046,29760,B000755,,True,Brady,2018-11-18 05:00:24 -0500,,,49.0,4.33,2018,ocd-division/country:us/state:tx/cd:8,1011 Longworth House Office Building,R,202-225-4901,,22,Rep.,TX,,Representative,0.0,1132.0,RepKevinBrady,https://kevinbrady.house.gov,97.69,361,KBrady8
37,https://api.propublica.org/congress/v1/members/B001227.json,False,,N00001619,55227,1945-04-07,1,-0.484,RepRobertBrady,202-225-0088,H8PA01153,Robert,M,4201,/m/03tq5z,400047,29777,B001227,,True,Brady,2018-11-18 05:00:23 -0500,,A.,68.0,6.01,2018,ocd-division/country:us/state:pa/cd:1,2004 Rayburn House Office Building,D,202-225-4731,https://brady.house.gov/rss.xml,22,Rep.,PA,,Representative,1.0,1132.0,RepBrady,https://brady.house.gov,94.74,2519,BradyPA01
38,https://api.propublica.org/congress/v1/members/B001290.json,False,,N00036013,75248,1964-07-27,7,0.824,RepDaveBrat,,H4VA07143,David,M,5107,/m/010qykqw,412605,21553,B001290,,True,Brat,2018-11-18 05:00:23 -0500,,A.,12.0,1.06,2018,ocd-division/country:us/state:va/cd:7,1628 Longworth House Office Building,R,202-225-2815,,6,Rep.,VA,,Representative,0.0,1132.0,RepDaveBrat,https://brat.house.gov,95.36,152270,
39,https://api.propublica.org/congress/v1/members/B001283.json,False,,N00033532,79705,1975-06-15,1,0.689,CongressmanJimBridenstine,918-935-2716,H2OK01143,Jim,M,4001,/m/0jwyd6r,412567,21354,B001283,,False,Bridenstine,2018-11-16 11:31:42 -0500,,,328.0,38.18,2018,ocd-division/country:us/state:ok/cd:1,216 Cannon House Office Building,R,202-225-2211,,6,Rep.,OK,,Representative,0.0,859.0,RepJBridenstine,https://bridenstine.house.gov,96.61,135894,RepJimBridenstine
40,https://api.propublica.org/congress/v1/members/B001284.json,False,,N00033495,623720,1960-08-25,5,0.376,congresswomansusanwbrooks,202-225-0016,H2IN05082,Susan,F,1805,/m/0jt8ng2,412539,21331,B001284,,True,Brooks,2018-11-18 05:00:23 -0500,,,14.0,1.24,2018,ocd-division/country:us/state:in/cd:5,1030 Longworth House Office Building,R,202-225-2276,https://susanwbrooks.house.gov/rss.xml,6,Rep.,IN,,Representative,0.0,1132.0,SusanWBrooks,https://susanwbrooks.house.gov,96.69,135988,SusanWBrooks
41,https://api.propublica.org/congress/v1/members/B001274.json,False,,N00030910,94888,1954-04-29,5,0.601,155220881193244,202-225-4392,H0AL05163,Mo,M,0105,/m/0c3xdjf,412395,21193,B001274,,True,Brooks,2018-11-18 05:00:21 -0500,,,76.0,6.71,2018,ocd-division/country:us/state:al/cd:5,2400 Rayburn House Office Building,R,202-225-4801,,8,Rep.,AL,,Representative,0.0,1132.0,RepMoBrooks,https://brooks.house.gov,91.67,121610,RepMoBrooks
42,https://api.propublica.org/congress/v1/members/B001304.json,False,,N00036999,1029537,1961-11-21,4,-0.342,,,H6MD04209,Anthony,M,2404,/m/09v6fg,412707,21707,B001304,,True,Brown,2018-11-18 05:00:22 -0500,,,53.0,4.68,2018,ocd-division/country:us/state:md/cd:4,1505 Longworth House Office Building,D,202-225-8699,https://anthonybrown.house.gov/rss.xml,2,Rep.,MD,,Representative,0.0,1132.0,RepAnthonyBrown,https://anthonybrown.house.gov,94.16,19344,
43,https://api.propublica.org/congress/v1/members/B001285.json,False,,N00034254,79783,1952-08-28,26,-0.283,RepJuliaBrownley,202-225-1100,H2CA00120,Julia,F,0626,/m/027z42z,412516,21308,B001285,,True,Brownley,2018-11-18 05:00:22 -0500,,,28.0,2.47,2018,ocd-division/country:us/state:ca/cd:26,1019 Longworth House Office Building,D,202-225-5811,https://juliabrownley.house.gov/category/press-releases/feed/,6,Rep.,CA,,Representative,2.0,1132.0,JuliaBrownley26,https://juliabrownley.house.gov,93.39,59904,RepJuliaBrownley
44,https://api.propublica.org/congress/v1/members/B001260.json,False,,N00027626,1021626,1951-05-08,16,0.359,CongressmanBuchanan,202-226-0828,H6FL13148,Vern,M,1216,/m/0gtjsp,412196,20709,B001260,,True,Buchanan,2018-11-18 05:00:23 -0500,,,70.0,6.18,2018,ocd-division/country:us/state:fl/cd:16,2104 Rayburn House Office Building,R,202-225-5015,https://buchanan.house.gov/rss.xml,12,Rep.,FL,,Representative,1.0,1132.0,VernBuchanan,https://buchanan.house.gov,95.1,66247,vernbuchanan
45,https://api.propublica.org/congress/v1/members/B001297.json,False,,N00030829,78285,1959-02-16,4,0.763,repkenbuck,202-225-5870,S0CO00237,Ken,M,0804,/m/05zzjd2,412619,21510,B001297,,True,Buck,2018-11-18 05:00:21 -0500,,,27.0,2.39,2018,ocd-division/country:us/state:co/cd:4,1130 Longworth House Office Building,R,202-225-4676,https://buck.house.gov/rss.xml,4,Rep.,CO,,Representative,0.0,1132.0,RepKenBuck,https://buck.house.gov,91.31,125319,
46,https://api.propublica.org/congress/v1/members/B001275.json,False,,N00031227,61837,1962-05-31,8,0.39,RepLarryBucshon,202-225-3284,H0IN08114,Larry,M,1808,/m/0dd9k_y,412427,21132,B001275,,True,Bucshon,2018-11-18 05:00:23 -0500,,,13.0,1.15,2018,ocd-division/country:us/state:in/cd:8,1005 Longworth House Office Building,R,202-225-4636,,8,Rep.,IN,,Representative,0.0,1132.0,RepLarryBucshon,https://bucshon.house.gov,95.53,120335,RepLarryBucshon
47,https://api.propublica.org/congress/v1/members/B001305.json,False,,N00039551,103513,1971-10-21,13,0.728,RepTedBudd,,H6NC13129,Ted,M,3713,/g/11c2nmnsj0,412712,21708,B001305,,True,Budd,2018-11-18 05:00:23 -0500,,,5.0,0.44,2018,ocd-division/country:us/state:nc/cd:13,118 Cannon House Office Building,R,202-225-4531,,2,Rep.,NC,,Representative,0.0,1132.0,RepTedBudd,https://budd.house.gov,95.56,171489,
48,https://api.propublica.org/congress/v1/members/B001248.json,False,,N00025219,1003620,1950-12-23,26,0.569,michaelcburgess,202-225-2919,H2TX26093,Michael,M,4826,/m/03tq8_,400052,20355,B001248,,True,Burgess,2018-11-18 05:00:22 -0500,,C.,20.0,1.77,2018,ocd-division/country:us/state:tx/cd:26,2336 Rayburn House Office Building,R,202-225-7772,https://burgess.house.gov/news/rss.aspx,16,Rep.,TX,,Representative,0.0,1132.0,MichaelCBurgess,https://burgess.house.gov,93.97,50120,michaelcburgessmd
49,https://api.propublica.org/congress/v1/members/B001286.json,False,,N00033390,63949,1961-10-17,17,-0.235,RepCheri,309-786-3720,H2IL17071,Cheri,F,1717,/m/0jwwtrm,412537,21329,B001286,,True,Bustos,2018-11-18 05:00:21 -0500,,,9.0,0.8,2018,ocd-division/country:us/state:il/cd:17,1009 Longworth House Office Building,D,202-225-5905,https://bustos.house.gov/category/press-release/feed/,6,Rep.,IL,,Representative,1.0,1132.0,RepCheri,https://bustos.house.gov,91.18,134964,RepCheri
50,https://api.propublica.org/congress/v1/members/B001251.json,False,,N00027035,1013540,1947-04-27,1,-0.403,congressmangkbutterfield,202-225-3354,H4NC01046,G.,M,3701,/m/03g_pq,400616,20340,B001251,,True,Butterfield,2018-11-18 05:00:22 -0500,,K.,84.0,7.42,2018,ocd-division/country:us/state:nc/cd:1,2080 Rayburn House Office Building,D,202-225-3101,,16,Rep.,NC,,Representative,2.0,1132.0,GKButterfield,https://butterfield.house.gov,94.56,41077,GKBNC01
51,https://api.propublica.org/congress/v1/members/B001289.json,False,,N00035380,73486,1955-02-16,1,0.544,RepByrne,202-225-0562,H4AL01123,Bradley,M,0101,/m/09g6kty,412601,21376,B001289,,True,Byrne,2018-11-18 05:00:24 -0500,,,8.0,0.71,2018,ocd-division/country:us/state:al/cd:1,119 Cannon House Office Building,R,202-225-4931,https://byrne.house.gov/rss.xml,6,Rep.,AL,,Representative,0.0,1132.0,RepByrne,https://byrne.house.gov,97.69,27584,
52,https://api.propublica.org/congress/v1/members/C000059.json,False,,N00007099,26709,1953-06-08,42,0.349,RepKenCalvert,202-225-2004,H2CA37023,Ken,M,0642,/m/024xl1,400057,29323,C000059,,True,Calvert,2018-11-18 05:00:23 -0500,,,12.0,1.06,2018,ocd-division/country:us/state:ca/cd:42,2205 Rayburn House Office Building,R,202-225-1986,,26,Rep.,CA,,Representative,0.0,1132.0,KenCalvert,https://calvert.house.gov,97.05,26777,RepKenCalvert
53,https://api.propublica.org/congress/v1/members/C001037.json,False,http://capuano.house.gov/contact/email.shtml,N00000267,56760,1952-01-09,7,-0.58,RepMichaelCapuano,202-225-9322,H8MA08071,Michael,M,2507,/m/028vsm,400063,29919,C001037,,True,Capuano,2018-11-18 05:00:22 -0500,,E.,40.0,3.53,2018,ocd-division/country:us/state:ma/cd:7,1414 Longworth HOB,D,202-225-5111,,20,Rep.,MA,,Representative,2.0,1132.0,RepMikeCapuano,http://capuano.house.gov,93.59,18883,RepMikeCapuano
54,https://api.propublica.org/congress/v1/members/C001112.json,False,,N00037015,104728,1964-11-18,24,-0.294,repsaludcarbajal,,H6CA24303,Salud,M,0624,/g/11c2q53dct,412686,21709,C001112,,True,Carbajal,2018-11-18 05:00:21 -0500,,,28.0,2.47,2018,ocd-division/country:us/state:ca/cd:24,212 Cannon House Office Building,D,202-225-3601,,2,Rep.,CA,,Representative,1.0,1132.0,RepCarbajal,https://carbajal.house.gov,92.21,81569,
