,api_uri,at_large,contact_form,crp_id,cspan_id,date_of_birth,district,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,gender,geoid,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,last_updated,leadership_role,middle_name,missed_votes,missed_votes_pct,next_election,ocd_id,office,party,phone,rss_url,seniority,short_title,state,suffix,title,total_present,total_votes,twitter_account,url,votes_with_party_pct,votesmart_id,youtube_account
14,https://api.propublica.org/congress/v1/members/B001281.json,False,,N00033904,67294,1950-03-12,3,-0.426,RepJoyceBeatty,,,Joyce,F,3903,/m/03lcwb,412565,21352,B001281,-1.239606501,False,Beatty,2018-07-08 18:13:15 -0400,,,23,1.93,,ocd-division/country:us/state:oh/cd:3,,D,,https://beatty.house.gov/rss.xml,2,Rep.,OH,,Representative,1,1192,RepBeatty,https://beatty.house.gov,96.07,2427,
15,https://api.propublica.org/congress/v1/members/B000287.json,False,,,26567,1958-01-26,34,-0.512,XavierBecerra,,,Xavier,M,0634,/m/024trk,400021,29316,B000287,-1.808374264,False,Becerra,2018-07-08 18:12:09 -0400,,,40,3.36,2014,ocd-division/country:us/state:ca/cd:34,,D,,https://becerra.house.gov/rss/press-releases.xml,22,Rep.,CA,,Representative,1,1192,RepBecerra,http://becerra.house.gov,95.57,,XavierBecerra
16,https://api.propublica.org/congress/v1/members/B001271.json,False,,,61860,1952-04-20,1,0.491,CongressmanDan,,,Dan,M,2601,/m/0bmf7qt,412436,21141,B001271,0.730263632,False,Benishek,2018-07-08 18:12:47 -0400,,,35,2.94,,ocd-division/country:us/state:mi/cd:1,,R,,http://benishek.house.gov/rss.xml,4,Rep.,MI,,Representative,2,1192,CongressmanDan,http://benishek.house.gov,90.32,,
17,https://api.propublica.org/congress/v1/members/B001280.json,False,,,79627,1951-10-06,11,0.723,repkerryb,,,Kerry,M,2611,/m/0jwtq8b,412547,21336,B001280,1.002272623,False,Bentivolio,2018-07-08 18:12:48 -0400,,,6,0.5,,ocd-division/country:us/state:mi/cd:11,,R,,,2,Rep.,MI,,Representative,0,1192,RepKerryB,http://bentivolio.house.gov,91.4,,repkerry
18,https://api.propublica.org/congress/v1/members/B001287.json,False,,N00030717,1033636,1965-03-02,7,-0.229,RepAmiBera,,,Ami,M,0607,/m/0dgqnts,412512,21304,B001287,-0.56576398,False,Bera,2018-07-08 18:12:05 -0400,,,6,0.5,,ocd-division/country:us/state:ca/cd:7,,D,,https://bera.house.gov/rss.xml,2,Rep.,CA,,Representative,0,1192,RepBera,https://bera.house.gov,88.53,120030,repamibera
19,https://api.propublica.org/congress/v1/members/B001257.json,False,,N00027462,1022873,1963-02-08,12,0.405,GusBilirakis,,,Gus,M,1212,/m/0dy3z1,412250,20758,B001257,0.861623358,False,Bilirakis,2018-07-08 18:12:17 -0400,,,22,1.85,2014,ocd-division/country:us/state:fl/cd:12,,R,,,10,Rep.,FL,,Representative,0,1192,RepGusBilirakis,https://bilirakis.house.gov,95.38,17318,RepGusBilirakis
20,https://api.propublica.org/congress/v1/members/B001250.json,False,,N00025292,1003621,1951-07-13,1,0.531,RepRobBishop,,,Rob,M,4901,/m/02tn41,400029,20357,B001250,1.012334567,False,Bishop,2018-07-08 18:13:38 -0400,,,78,6.54,2014,ocd-division/country:us/state:ut/cd:1,,R,,,12,Rep.,UT,,Representative,0,1192,RepRobBishop,https://robbishop.house.gov,94.34,50544,CongressmanBishop
21,https://api.propublica.org/congress/v1/members/B000490.json,False,,N00002674,26194,1947-02-04,2,-0.282,sanfordbishop,,,Sanford,M,1302,/m/02554k,400030,29339,B000490,-0.462051755,False,Bishop,2018-07-08 18:12:26 -0400,,D.,74,6.21,2014,ocd-division/country:us/state:ga/cd:2,,D,,https://bishop.house.gov/rss.xml,22,Rep.,GA,Jr.,Representative,1,1192,SanfordBishop,https://bishop.house.gov,85.87,26817,RepSanfordBishop
22,https://api.propublica.org/congress/v1/members/B001242.json,False,,,1003587,1950-06-01,1,-0.338,RepTimBishop,,,Timothy,M,3601,,400031,20338,B001242,-0.884568916,False,Bishop,2018-07-08 18:13:03 -0400,,H.,10,0.84,2014,ocd-division/country:us/state:ny/cd:1,,D,,,12,Rep.,NY,,Representative,1,1192,TimBishopNY,http://timbishop.house.gov,91.46,,timbishop01
23,https://api.propublica.org/congress/v1/members/B001273.json,False,,N00031539,9268964,1951-01-16,6,0.58,DianeBlackTN06,,,Diane,F,4706,/m/0cyvxl,412478,21180,B001273,1.121073617,False,Black,2018-07-08 18:13:28 -0400,,,16,1.34,,ocd-division/country:us/state:tn/cd:6,,R,,https://black.house.gov/rss.xml,4,Rep.,TN,,Representative,0,1192,RepDianeBlack,https://black.house.gov,97.02,25292,RepDianeBlack
24,https://api.propublica.org/congress/v1/members/B001243.json,False,,N00003105,31226,1952-06-06,7,0.615,marshablackburn,,,Marsha,F,4707,/m/01fnkt,400032,20351,B001243,1.217153563,False,Blackburn,2018-07-08 18:13:27 -0400,,,27,2.27,2014,ocd-division/country:us/state:tn/cd:7,,R,,https://blackburn.house.gov/news/rss.aspx,12,Rep.,TN,,Representative,0,1192,MarshaBlackburn,https://blackburn.house.gov,96.22,25186,RepMarshaBlackburn
25,https://api.propublica.org/congress/v1/members/B000574.json,False,,N00007727,43809,1948-08-16,3,-0.428,,,,Earl,M,4103,/m/033tw8,400033,29588,B000574,-1.137534489,False,Blumenauer,2018-07-08 18:13:18 -0400,,,59,4.98,2014,ocd-division/country:us/state:or/cd:3,,D,,,20,Rep.,OR,,Representative,1,1185,BlumenauerMedia,https://blumenauer.house.gov,93.52,367,RepBlumenauer
26,https://api.propublica.org/congress/v1/members/B000589.json,False,,,16740,1949-11-17,8,,SpeakerJohnBoehner,,,John,M,3908,/m/039rwf,400036,15806,B000589,0.773917868,False,Boehner,2016-06-14 16:26:00 -0400,,A.,1165,97.73,2014,ocd-division/country:us/state:oh/cd:8,,R,,,24,Rep.,OH,,Representative,0,1192,SpeakerBoehner,http://boehner.house.gov,88.89,,johnboehner
27,https://api.propublica.org/congress/v1/members/B001278.json,False,,N00033474,63966,1954-10-14,1,-0.394,congresswomanbonamici,,,Suzanne,F,4101,/m/02q453x,412501,21198,B001278,-1.21613163,False,Bonamici,2018-07-08 18:13:18 -0400,,,1,0.08,,ocd-division/country:us/state:or/cd:1,,D,,https://bonamici.house.gov/rss.xml,4,Rep.,OR,,Representative,1,1192,RepBonamici,https://bonamici.house.gov,95.97,59641,RepSuzanneBonamici
28,https://api.propublica.org/congress/v1/members/B001244.json,False,,,1003546,1959-11-19,1,0.367,jobonner,,,Jo,M,0101,,400038,20300,B001244,0.729763899,False,Bonner,2018-07-08 18:11:52 -0400,,,33,7.38,2014,ocd-division/country:us/state:al/cd:1,,R,,,12,Rep.,AL,,Representative,0,447,repjobonner,http://bonner.house.gov/,92.03,,JoBonner
29,https://api.propublica.org/congress/v1/members/B001245.json,True,,N00024866,1003568,1933-05-31,At-Large,,madeleine.bordallo,,,Madeleine,F,6698,/m/01s_xp,400041,,B001245,,False,Bordallo,2018-03-07 08:14:18 -0500,,Z.,0,0.0,2014,ocd-division/country:us/state:gu/cd:79,,D,,,12,Del.,GU,,Delegate,0,0,,https://bordallo.house.gov,0.0,1751,
30,https://api.propublica.org/congress/v1/members/B001255.json,False,,,1013047,1956-02-21,3,0.392,RepBoustany,,,Charles,M,2203,/m/04wdx3,400636,20514,B001255,0.820041146,False,Boustany,2018-07-08 18:12:38 -0400,,,8,0.67,2014,ocd-division/country:us/state:la/cd:3,,R,,https://boustany.house.gov/common/rss/index.cfm?rss=82,10,Rep.,LA,Jr.,Representative,0,1192,RepBoustany,http://boustany.house.gov,95.35,,boustanyla07
31,https://api.propublica.org/congress/v1/members/B001227.json,False,,N00001619,55227,1945-04-07,1,-0.484,RepRobertBrady,,,Robert,M,4201,/m/03tq5z,400047,29777,B001227,-1.119643579,False,Brady,2018-07-08 18:13:23 -0400,,A.,20,1.68,2014,ocd-division/country:us/state:pa/cd:1,,D,,https://brady.house.gov/rss.xml,18,Rep.,PA,,Representative,1,1192,RepBrady,https://brady.house.gov,93.77,2519,BradyPA01
32,https://api.propublica.org/congress/v1/members/B000755.json,False,,N00005883,45749,1955-04-11,8,0.518,kevinbrady,,,Kevin,M,4808,/m/03tq00,400046,29760,B000755,1.051046784,False,Brady,2018-07-08 18:13:36 -0400,,,52,4.36,2014,ocd-division/country:us/state:tx/cd:8,,R,,,18,Rep.,TX,,Representative,0,1192,RepKevinBrady,https://kevinbrady.house.gov,95.7,361,KBrady8
33,https://api.propublica.org/congress/v1/members/B001259.json,False,,,1020421,1957-10-30,1,-0.31,repbrucebraley,,,Bruce,M,1901,/m/07r9r0,412208,20719,B001259,-0.665803644,False,Braley,2018-07-08 18:12:35 -0400,,,34,2.85,2014,ocd-division/country:us/state:ia/cd:1,,D,,,8,Rep.,IA,,Representative,0,1192,BruceBraley,http://braley.house.gov,90.41,,repbrucebraley
34,https://api.propublica.org/congress/v1/members/B001290.json,False,,N00036013,75248,1964-07-27,7,0.824,RepDaveBrat,,,David,M,5107,/m/010qykqw,412605,21553,B001290,,False,Brat,2018-07-08 18:13:41 -0400,,A.,1,2.08,,ocd-division/country:us/state:va/cd:7,,R,,,2,Rep.,VA,,Representative,0,48,RepDaveBrat,https://brat.house.gov,91.49,152270,
35,https://api.propublica.org/congress/v1/members/B001283.json,False,,N00033532,79705,1975-06-15,1,0.689,CongressmanJimBridenstine,,,Jim,M,4001,/m/0jwyd6r,412567,21354,B001283,0.9603532,False,Bridenstine,2018-07-08 18:13:17 -0400,,,12,1.01,,ocd-division/country:us/state:ok/cd:1,,R,,,2,Rep.,OK,,Representative,0,1192,RepJBridenstine,https://bridenstine.house.gov,92.29,135894,RepJimBridenstine
36,https://api.propublica.org/congress/v1/members/B001274.json,False,,N00030910,94888,1954-04-29,5,0.604,155220881193244,,,Mo,M,0105,/m/0c3xdjf,412395,21193,B001274,0.920906925,False,Brooks,2018-07-08 18:11:53 -0400,,,11,0.92,,ocd-division/country:us/state:al/cd:5,,R,,,4,Rep.,AL,,Representative,1,1192,RepMoBrooks,https://brooks.house.gov,92.63,121610,RepMoBrooks
37,https://api.propublica.org/congress/v1/members/B001284.json,False,,N00033495,623720,1960-08-25,5,0.376,congresswomansusanwbrooks,,,Susan,F,1805,/m/0jt8ng2,412539,21331,B001284,0.891980143,False,Brooks,2018-07-08 18:12:34 -0400,,,6,0.5,,ocd-division/country:us/state:in/cd:5,,R,,https://susanwbrooks.house.gov/rss.xml,2,Rep.,IN,,Representative,2,1192,SusanWBrooks,https://susanwbrooks.house.gov,95.62,135988,SusanWBrooks
38,https://api.propublica.org/congress/v1/members/B001262.json,False,,,1025092,1946-12-07,10,0.913,RepPaulBroun,,,Paul,M,1310,/m/02vzlfc,412252,20753,B001262,0.658031354,False,Broun,2018-07-08 18:12:25 -0400,,,36,3.02,2014,ocd-division/country:us/state:ga/cd:10,,R,,,8,Rep.,GA,,Representative,1,1192,RepPaulBrounMD,http://broun.house.gov,82.44,,RepPaulBroun
39,https://api.propublica.org/congress/v1/members/B000911.json,False,,,26192,1946-11-11,5,-0.429,congresswomanbrown,,,Corrine,F,1205,/m/0251xd,400048,29328,B000911,-1.054517601,False,Brown,2018-07-08 18:12:22 -0400,,,68,5.7,2014,ocd-division/country:us/state:fl/cd:5,,D,,https://corrinebrown.house.gov/rss.xml,22,Rep.,FL,,Representative,1,1192,RepCorrineBrown,https://corrinebrown.house.gov,95.02,,CongresswomanBrown
40,https://api.propublica.org/congress/v1/members/B001285.json,False,,N00034254,79783,1952-08-28,26,-0.285,RepJuliaBrownley,,,Julia,F,0626,/m/027z42z,412516,21308,B001285,-0.796458788,False,Brownley,2018-07-08 18:12:06 -0400,,,4,0.34,,ocd-division/country:us/state:ca/cd:26,,D,,https://juliabrownley.house.gov/category/press-releases/feed/,2,Rep.,CA,,Representative,1,1192,JuliaBrownley26,https://juliabrownley.house.gov,91.16,59904,RepJuliaBrownley
41,https://api.propublica.org/congress/v1/members/B001260.json,False,,N00027626,1021626,1951-05-08,16,0.36,CongressmanBuchanan,,,Vern,M,1216,/m/0gtjsp,412196,20709,B001260,0.684058736,False,Buchanan,2018-07-08 18:12:17 -0400,,,45,3.78,2014,ocd-division/country:us/state:fl/cd:16,,R,,https://buchanan.house.gov/rss.xml,8,Rep.,FL,,Representative,0,1192,VernBuchanan,https://buchanan.house.gov,94.68,66247,vernbuchanan
42,https://api.propublica.org/congress/v1/members/B001275.json,False,,N00031227,61837,1962-05-31,8,0.39,RepLarryBucshon,,,Larry,M,1808,/m/0dd9k_y,412427,21132,B001275,1.044376906,False,Bucshon,2018-07-08 18:12:33 -0400,,,16,1.34,,ocd-division/country:us/state:in/cd:8,,R,,,4,Rep.,IN,,Representative,0,1192,RepLarryBucshon,https://bucshon.house.gov,95.66,120335,RepLarryBucshon
43,https://api.propublica.org/congress/v1/members/B001248.json,False,,N00025219,1003620,1950-12-23,26,0.57,michaelcburgess,,,Michael,M,4826,/m/03tq8_,400052,20355,B001248,1.025880141,False,Burgess,2018-07-08 18:13:30 -0400,,C.,24,2.01,2014,ocd-division/country:us/state:tx/cd:26,,R,,https://burgess.house.gov/news/rss.aspx,12,Rep.,TX,,Representative,0,1192,MichaelCBurgess,https://burgess.house.gov,90.15,50120,michaelcburgessmd
44,https://api.propublica.org/congress/v1/members/B001286.json,False,,N00033390,63949,1961-10-17,17,-0.235,RepCheri,,,Cheri,F,1717,/m/0jwwtrm,412537,21329,B001286,-0.517046574,False,Bustos,2018-07-08 18:12:30 -0400,,,21,1.76,,ocd-division/country:us/state:il/cd:17,,D,,https://bustos.house.gov/category/press-release/feed/,2,Rep.,IL,,Representative,1,1192,RepCheri,https://bustos.house.gov,87.45,134964,RepCheri
45,https://api.propublica.org/congress/v1/members/B001251.json,False,,N00027035,1013540,1947-04-27,1,-0.402,congressmangkbutterfield,,,G.,M,3701,/m/03g_pq,400616,20340,B001251,-0.936323248,False,Butterfield,2018-07-08 18:13:09 -0400,,K.,53,4.45,2014,ocd-division/country:us/state:nc/cd:1,,D,,,12,Rep.,NC,,Representative,1,1192,GKButterfield,https://butterfield.house.gov,93.68,41077,GKBNC01
46,https://api.propublica.org/congress/v1/members/B001289.json,False,,N00035380,73486,1955-02-16,1,0.544,RepByrne,,,Bradley,M,0101,/m/09g6kty,412601,21376,B001289,0.955006313,False,Byrne,2018-07-08 18:11:54 -0400,,,33,6.0,,ocd-division/country:us/state:al/cd:1,,R,,https://byrne.house.gov/rss.xml,2,Rep.,AL,,Representative,0,550,RepByrne,https://byrne.house.gov,97.49,27584,
47,https://api.propublica.org/congress/v1/members/C000059.json,False,,N00007099,26709,1953-06-08,42,0.348,RepKenCalvert,,,Ken,M,0642,/m/024xl1,400057,29323,C000059,0.689559186,False,Calvert,2018-07-08 18:12:10 -0400,,,17,1.43,2014,ocd-division/country:us/state:ca/cd:42,,R,,,22,Rep.,CA,,Representative,0,1192,KenCalvert,https://calvert.house.gov,94.04,26777,RepKenCalvert
48,https://api.propublica.org/congress/v1/members/C000071.json,False,,,23039,1953-07-09,4,0.385,repdavecamp,,,Dave,M,2604,/m/03l8yr,400058,29124,C000071,0.837530832,False,Camp,2018-07-08 18:12:49 -0400,,,21,1.76,2014,ocd-division/country:us/state:mi/cd:4,,R,,,24,Rep.,MI,,Representative,0,1192,RepDaveCamp,http://camp.house.gov,95.82,,DaveCampYT
49,https://api.propublica.org/congress/v1/members/C001064.json,False,,,1019004,1955-07-19,45,0.748,JohnCampbell,,,John,M,0645,/m/05tpk9,412011,20539,C001064,1.129603356,False,Campbell,2018-07-08 18:12:01 -0400,,,525,44.04,2014,ocd-division/country:us/state:ca/cd:45,,R,,,10,Rep.,CA,,Representative,0,1192,RepJohnCampbell,http://www.campbell.house.gov,94.15,,RepJohnCampbellCA48
50,https://api.propublica.org/congress/v1/members/C001046.json,False,,,87402,1963-06-06,7,0.518,,,,Eric,M,5107,/m/027z_f,400060,20144,C001046,0.990268968,False,Cantor,2018-07-08 18:13:40 -0400,,,81,7.31,2014,ocd-division/country:us/state:va/cd:7,,R,,,14,Rep.,VA,,Representative,0,1108,,http://cantor.house.gov/,94.84,,EricCantor
51,https://api.propublica.org/congress/v1/members/C001047.json,False,,N00009771,83737,1953-11-26,2,0.26,senshelley,,,Shelley,F,5402,/m/024pwq,400061,20146,C001047,0.611467258,False,Capito,2018-07-08 18:13:45 -0400,,Moore,61,5.12,2014,ocd-division/country:us/state:wv/cd:2,,R,,,14,Rep.,WV,,Representative,0,1192,SenCapito,https://www.capito.senate.gov,94.34,11701,UCbiXdR4XQ3vD9Xp5lfR9QXw
52,https://api.propublica.org/congress/v1/members/C001036.json,False,,,54075,1938-01-10,24,-0.389,loiscapps,,,Lois,F,0624,/m/024tfg,400062,29774,C001036,-1.056665162,False,Capps,2018-07-08 18:12:11 -0400,,,13,1.09,2014,ocd-division/country:us/state:ca/cd:24,,D,,http://capps.house.gov/rss.xml,18,Rep.,CA,,Representative,1,1192,RepLoisCapps,http://capps.house.gov,95.0,,reploiscapps
53,https://api.propublica.org/congress/v1/members/C001037.json,False,,N00000267,56760,1952-01-09,7,-0.579,RepMichaelCapuano,,H8MA08071,Michael,M,2507,/m/028vsm,400063,29919,C001037,-1.327262918,False,Capuano,2018-07-08 18:12:45 -0400,,E.,71,5.96,2014,ocd-division/country:us/state:ma/cd:7,,D,,,16,Rep.,MA,,Representative,3,1192,RepMikeCapuano,http://capuano.house.gov,91.26,18883,RepMikeCapuano
54,https://api.propublica.org/congress/v1/members/C001097.json,False,,N00033373,63934,1963-03-31,29,-0.379,repcardenas,,,Tony,M,0629,/m/0cgzsw,412517,21309,C001097,-0.86296475,False,Cárdenas,2018-07-08 18:12:06 -0400,,,63,5.29,,ocd-division/country:us/state:ca/cd:29,,D,,https://cardenas.house.gov/rss.xml,2,Rep.,CA,,Representative,1,1192,RepCardenas,https://cardenas.house.gov,93.27,9754,repcardenas
55,https://api.propublica.org/congress/v1/members/C001083.json,True,,,94948,1956-05-20,At-Large,-0.256,JohnCarneyDE,,,John,M,1000,/m/027_8wk,412407,21113,C001083,-0.767577279,False,Carney,2018-07-08 18:12:15 -0400,,,65,5.45,,ocd-division/country:us/state:de/cd:1,,D,,,4,Rep.,DE,,Representative,1,1192,JohnCarneyde,http://johncarney.house.gov,93.97,,RepJohnCarney
56,https://api.propublica.org/congress/v1/members/C001072.json,False,,N00029513,1027364,1974-10-16,7,-0.428,CongressmanAndreCarson,,,André,M,1807,/m/03qcvz1,412258,20757,C001072,-0.947639166,False,Carson,2018-07-08 18:12:32 -0400,,,19,1.59,2014,ocd-division/country:us/state:in/cd:7,,D,,https://carson.house.gov/rss.xml,8,Rep.,IN,,Representative,1,1192,RepAndreCarson,https://carson.house.gov,93.18,84917,repandrecarson
57,https://api.propublica.org/congress/v1/members/C001051.json,False,,N00025095,1004257,1941-11-06,31,0.466,judgecarter,,,John,M,4831,/m/03whyr,400068,20356,C001051,0.829629577,False,Carter,2018-07-08 18:13:30 -0400,,,62,5.2,2014,ocd-division/country:us/state:tx/cd:31,,R,,https://carter.house.gov/common/rss/?rss=40,12,Rep.,TX,,Representative,0,1192,JudgeCarter,https://carter.house.gov,95.04,49296,repjohncarter
58,https://api.propublica.org/congress/v1/members/C001090.json,False,,N00034128,79865,1961-05-01,17,-0.377,CongressmanMattCartwright,,,Matt,M,4217,/m/0j_6b9d,412571,21358,C001090,-1.247903035,False,Cartwright,2018-07-08 18:13:22 -0400,,,7,0.59,,ocd-division/country:us/state:pa/cd:17,,D,,https://cartwright.house.gov/rss.xml,2,Rep.,PA,,Representative,1,1192,RepCartwright,https://cartwright.house.gov,94.94,136236,
59,https://api.propublica.org/congress/v1/members/C001075.json,False,,N00030245,1030546,1957-09-28,6,0.452,,,,Bill,M,2206,/m/0286t7r,412269,20919,C001075,0.800494811,False,Cassidy,2018-07-08 18:12:39 -0400,,,70,5.87,2014,ocd-division/country:us/state:la/cd:6,,R,,,6,Rep.,LA,,Representative,0,1192,,https://www.cassidy.senate.gov,95.01,69494,SenatorBillCassidy
60,https://api.propublica.org/congress/v1/members/C001066.json,False,,N00027514,1022874,1966-08-20,14,-0.44,USRepKathyCastor,,,Kathy,F,1214,/m/0dq1v6,412195,20708,C001066,-1.151854191,False,Castor,2018-07-08 18:12:17 -0400,,,62,5.2,2014,ocd-division/country:us/state:fl/cd:14,,D,,https://castor.house.gov/news/rss.aspx,8,Rep.,FL,,Representative,1,1192,USRepKCastor,https://castor.house.gov,93.72,53825,RepKathyCastor
61,https://api.propublica.org/congress/v1/members/C001091.json,False,,N00033316,63974,1974-09-16,20,-0.393,326420614138023,,,Joaquín,M,4820,/m/0bmclg,412576,21362,C001091,-0.926943043,False,Castro,2018-07-08 18:13:33 -0400,,,37,3.1,,ocd-division/country:us/state:tx/cd:20,,D,,https://castro.house.gov/rss.xml,2,Rep.,TX,,Representative,3,1192,JoaquinCastrotx,https://castro.house.gov,94.89,49227,JoaquinCastroTX
62,https://api.propublica.org/congress/v1/members/C000266.json,False,,N00003689,36705,1953-01-22,1,0.584,RepSteveChabot,,,Steven,M,3901,/m/0343vk,400071,29550,C000266,1.280738881,False,Chabot,2018-07-08 18:13:16 -0400,,J.,1,0.08,2014,ocd-division/country:us/state:oh/cd:1,,R,,,4,Rep.,OH,,Representative,0,1192,RepSteveChabot,https://chabot.house.gov,95.47,21790,congressmanchabot
